"id","time","X_present","X_past","Y_past","Y1","Y2","Y3","Y4"
49,2,0.186414830830478,-0.434788338525271,1,1,0,0,0
50,2,-0.531828935094107,-1.67416665589007,1,1,0,0,0
51,2,-1.14649362737979,0.193232969254668,1,1,0,0,0
52,2,-0.190181412328356,-0.644081202054982,1,1,0,0,0
53,2,-1.40089230568827,-0.602834444355806,3,0,0,1,0
54,2,-1.07382338181999,-1.43921984726979,1,1,0,0,0
55,2,-0.395893127320043,-0.602963685399536,4,0,0,0,1
56,2,1.27519247869361,0.239532424525412,2,0,1,0,0
57,2,1.25055211206301,1.57150626814332,1,1,0,0,0
58,2,-0.599067957481101,-1.33154869141633,4,0,0,0,1
59,2,-1.40056400915337,0.24531866633769,3,0,0,1,0
60,2,0.0727511478120564,0.323387677571659,4,0,0,0,1
61,2,1.69483739412656,1.04396400912136,1,1,0,0,0
62,2,-1.48564878712781,1.4598690621946,3,0,0,1,0
63,2,0.209221386149906,-0.905879506889812,2,0,1,0,0
64,2,-2.32921658836755,0.261373146577137,1,1,0,0,0
65,2,0.61048965829834,1.43069368609986,2,0,1,0,0
66,2,0.670786119894459,0.745105731961562,3,0,0,1,0
67,2,-1.00579857416952,1.59997595273608,3,0,0,1,0
69,2,1.22513742032065,2.2437996032746,3,0,0,1,0
70,2,-0.351328840481108,-2.42002326080676,3,0,0,1,0
71,2,0.320904466752008,-0.331850562254933,1,1,0,0,0
72,2,-0.415221205329224,-0.338633527918987,2,0,1,0,0
73,2,-0.386138328920777,-1.22362280636584,3,0,0,1,0
74,2,-0.380716164366641,-0.721236715770468,1,1,0,0,0
75,2,-1.1773589732522,1.42223320421318,1,1,0,0,0
77,2,0.918098018165264,1.16058523057172,1,1,0,0,0
78,2,1.54178482874434,1.83490722032405,2,0,1,0,0
79,2,-0.232263710550091,-0.290268995797407,4,0,0,0,1
80,2,-0.123079051480913,-0.409617371445556,2,0,1,0,0
81,2,-3.39484604383066,-1.41711964697573,1,1,0,0,0
82,2,1.30970780882707,-0.477296764355982,1,1,0,0,0
83,2,-1.48172504536175,-0.914692722603478,3,0,0,1,0
84,2,-0.630047625512121,-0.219285432973126,2,0,1,0,0
85,2,0.620713751935565,-0.0255831168461952,4,0,0,0,1
86,2,-1.23067385784422,-0.928364003111077,4,0,0,0,1
87,2,-1.57149238975763,-0.944682787033701,3,0,0,1,0
88,2,0.2524233962268,-0.577687311802494,3,0,0,1,0
89,2,-0.246637139108994,0.0146259034981819,1,1,0,0,0
90,2,-1.46953562783172,-0.695671274809843,1,1,0,0,0
91,2,1.72404654189623,0.352239374590842,3,0,0,1,0
92,2,-0.278741573781511,0.0558719925309612,1,1,0,0,0
93,2,-1.0543696061165,-0.36065639444888,3,0,0,1,0
94,2,-0.898372939318648,1.11173328995951,3,0,0,1,0
95,2,0.727164420890413,2.30618242015673,3,0,0,1,0
96,2,1.87703803416696,0.647643437628613,1,1,0,0,0
97,2,1.04947664450928,0.842690869479916,1,1,0,0,0
98,2,-0.925186159090624,-0.195279955356348,2,0,1,0,0
99,2,-0.237049037945507,0.329786512159343,4,0,0,0,1
100,2,1.25178066176109,0.781429272410278,1,1,0,0,0
101,2,1.13166722187519,-0.652980282978161,3,0,0,1,0
102,2,-0.975960515040787,-1.29255879515532,4,0,0,0,1
103,2,-0.603216386672531,0.6291118571226,3,0,0,1,0
104,2,0.037573319618416,-0.501866249986176,1,1,0,0,0
105,2,-1.03452054636869,0.593716992004447,4,0,0,0,1
106,2,0.416045932864944,-0.930542264911093,1,1,0,0,0
107,2,-1.270922284425,-1.05341717333678,2,0,1,0,0
108,2,-1.62330698244687,-1.60343011722622,4,0,0,0,1
109,2,-2.00050161128492,0.181101461883647,3,0,0,1,0
110,2,-0.124683673446869,1.85453920046404,3,0,0,1,0
111,2,0.358168018292576,0.200438046376933,1,1,0,0,0
112,2,1.34344898418058,0.290503518540761,1,1,0,0,0
113,2,1.03087129954186,0.0438090342420327,3,0,0,1,0
114,2,-1.59761877172243,0.430095885698946,4,0,0,0,1
115,2,1.02610790201726,2.36547508923074,2,0,1,0,0
116,2,-0.499250566060846,-0.581268214420428,4,0,0,0,1
117,2,-0.0940585943250702,-0.158889273313257,1,1,0,0,0
118,2,-0.119767019927607,-0.673709352399648,1,1,0,0,0
119,2,0.437214828753365,0.714048193810298,3,0,0,1,0
120,2,-0.542921787080779,0.155189236787672,3,0,0,1,0
121,2,-0.50321304982034,-0.327262287330117,3,0,0,1,0
122,2,-0.321961683234296,0.742107093813669,1,1,0,0,0
123,2,-0.887762753780309,-0.805703935328458,2,0,1,0,0
124,2,0.89231309937489,0.119420677272225,3,0,0,1,0
125,2,-1.30833011745407,0.000441756287338807,3,0,0,1,0
126,2,0.726140115442956,1.77385123860363,2,0,1,0,0
127,2,-1.0630556893999,0.438627577462099,3,0,0,1,0
128,2,0.761187955537157,0.233060707002261,1,1,0,0,0
129,2,-1.5597059104085,-1.34174608032206,2,0,1,0,0
130,2,-2.283928753263,-1.57090840693473,2,0,1,0,0
131,2,-0.845044142531851,0.490630951373579,2,0,1,0,0
132,2,0.495534934151267,-0.500183619173742,2,0,1,0,0
133,2,1.71475418014938,-0.441190711215828,4,0,0,0,1
134,2,-0.711567229538034,-0.669416968405817,2,0,1,0,0
135,2,0.615990644295284,-0.0183968187751657,4,0,0,0,1
136,2,1.82704407780699,0.0278798444100658,2,0,1,0,0
137,2,2.2382821490909,1.64471993350627,2,0,1,0,0
138,2,2.82284836782949,2.01787413004095,2,0,1,0,0
139,2,-0.219122350871136,0.961632904596459,3,0,0,1,0
140,2,1.38207270186154,0.883985385596986,3,0,0,1,0
141,2,-0.929242845943996,-0.969672009135466,4,0,0,0,1
142,2,-0.747180015228824,1.07577346884409,2,0,1,0,0
143,2,-0.826964826005103,-0.941572397978822,1,1,0,0,0
144,2,-0.5952016487037,-1.69945041562858,3,0,0,1,0
145,2,3.51803943071266,3.36625311280659,1,1,0,0,0
146,2,1.35702612398831,0.518667312067716,2,0,1,0,0
147,2,-0.329166037614934,-0.762936675851077,4,0,0,0,1
148,2,0.837990783586483,-0.0920741054397813,3,0,0,1,0
149,2,-0.480056214899158,0.269009419100268,3,0,0,1,0
150,2,-2.49566765145038,-2.17002803258523,3,0,0,1,0
151,2,-1.04509069604263,-0.515550064052801,3,0,0,1,0
152,2,-1.17080489256702,0.429319453367378,4,0,0,0,1
153,2,0.800158767490098,0.0355403111513343,4,0,0,0,1
154,2,-1.21679399657236,-1.76289485644733,4,0,0,0,1
155,2,-1.53578613265633,-0.291492329882947,4,0,0,0,1
156,2,-0.182343064224427,-0.350066878693989,2,0,1,0,0
157,2,-0.504949013056396,0.281332346604658,2,0,1,0,0
158,2,-1.15368361275649,-1.47877697128907,3,0,0,1,0
159,2,1.6519483549108,0.455336087121946,1,1,0,0,0
160,2,2.15600252593155,1.32905134358035,1,1,0,0,0
161,2,-1.74041169380439,-1.59272660226253,4,0,0,0,1
162,2,-0.154981835825994,0.438790289820535,1,1,0,0,0
163,2,0.945932599343468,1.24365141705886,3,0,0,1,0
164,2,0.204289562933309,0.380347708283842,3,0,0,1,0
165,2,-0.0665658301872335,0.4890642548347,2,0,1,0,0
166,2,0.984818116511717,-0.475038208181266,2,0,1,0,0
167,2,-1.6617783605998,-0.285189034688817,3,0,0,1,0
169,2,-0.418708533022509,0.0784939385371653,3,0,0,1,0
170,2,-0.024990561197369,-0.652617975834524,3,0,0,1,0
171,2,-1.03521121748829,-0.458032775625094,3,0,0,1,0
172,2,-0.397037895868991,1.44725099802365,3,0,0,1,0
173,2,0.875432147597571,-0.117057364627239,4,0,0,0,1
174,2,0.253512727039069,0.829934790024571,4,0,0,0,1
175,2,0.418566324507836,0.375307196102525,1,1,0,0,0
176,2,-0.381710147505247,-1.01488733569272,1,1,0,0,0
177,2,-0.398643494784864,-1.98985821598621,3,0,0,1,0
178,2,0.722595405446236,-1.63375649205756,4,0,0,0,1
179,2,1.10334789695715,0.475941022715392,2,0,1,0,0
180,2,0.636927792189573,-0.501208025364248,2,0,1,0,0
181,2,1.61872016973297,0.759502908884208,1,1,0,0,0
182,2,0.608689325171958,-0.579947484883449,1,1,0,0,0
183,2,-1.71124954243922,-1.52230293048047,2,0,1,0,0
184,2,-0.0660146743884418,-0.00366842289569609,2,0,1,0,0
185,2,-1.22465649437609,1.00104791591114,3,0,0,1,0
186,2,0.864352015063872,0.16541883215637,2,0,1,0,0
187,2,1.80951504942527,-0.185955359252629,1,1,0,0,0
188,2,1.36962769432445,-0.420933164226724,1,1,0,0,0
189,2,1.85509011216004,1.46812211435784,2,0,1,0,0
190,2,-0.680748881992567,0.914307156447745,4,0,0,0,1
191,2,-1.05201193912884,-0.629651455511131,1,1,0,0,0
192,2,-0.193416135565522,-1.14639384314797,2,0,1,0,0
193,2,-0.588605655964424,-0.913550363782163,1,1,0,0,0
194,2,1.33459024054391,0.533326694157206,2,0,1,0,0
195,2,0.618097501214559,-1.19258876641081,3,0,0,1,0
196,2,-0.74459510582515,-0.586951108324655,4,0,0,0,1
197,2,0.0170228990225956,-0.222435177680571,2,0,1,0,0
198,2,0.615319949687263,-0.759777522615911,3,0,0,1,0
199,2,0.0270416482301629,-0.724477439103614,3,0,0,1,0
200,2,-1.94330993845992,-0.326312482557713,3,0,0,1,0
201,2,-1.28694593650571,-0.550840953652335,4,0,0,0,1
202,2,-1.12335743202069,-1.14226508241486,2,0,1,0,0
203,2,-1.007624468706,0.636589248414764,1,1,0,0,0
204,2,-0.441255291993466,-0.919548874019242,2,0,1,0,0
205,2,0.648935134445692,1.23503929497922,3,0,0,1,0
206,2,0.922126263636763,-0.543407370407331,4,0,0,0,1
207,2,0.352271993956267,-0.307882857643069,4,0,0,0,1
208,2,1.66063222345087,1.19557082560223,3,0,0,1,0
209,2,-0.473143445066414,0.161088557281795,2,0,1,0,0
210,2,0.120788501537031,-0.402272401517978,1,1,0,0,0
211,2,1.07222637869299,-0.926955646805024,3,0,0,1,0
212,2,-0.956403061477826,-0.617217077165994,1,1,0,0,0
213,2,1.0732179855388,0.3999093669464,2,0,1,0,0
214,2,1.54712261569774,0.747134233117869,3,0,0,1,0
215,2,-0.915806343031375,-0.151989043297722,2,0,1,0,0
216,2,0.241488488706087,-0.492923075475702,1,1,0,0,0
217,2,-0.889035066503955,0.235437075179618,3,0,0,1,0
219,2,-0.9769179041052,-0.421662352290001,3,0,0,1,0
220,2,0.119543636224002,1.64312650276216,4,0,0,0,1
221,2,-0.641026515460358,-0.464280991272415,3,0,0,1,0
222,2,-0.687757221320078,0.698288150639469,4,0,0,0,1
223,2,-0.144151979702197,0.968343828130669,1,1,0,0,0
224,2,0.429217170881415,0.256627426360356,4,0,0,0,1
225,2,1.77792037930358,-0.184666465917682,2,0,1,0,0
226,2,-0.805724896527918,1.07201041102415,2,0,1,0,0
228,2,0.108516776035596,-0.0662599231636933,4,0,0,0,1
229,2,0.618936233366162,-0.13086139048671,2,0,1,0,0
230,2,1.03547760640172,0.365586778607021,3,0,0,1,0
231,2,-0.211079717008095,-1.08485969495121,2,0,1,0,0
232,2,-2.44700095634284,-1.21017536602561,3,0,0,1,0
233,2,-0.651428491743573,-2.43837960560119,3,0,0,1,0
234,2,1.02070671849546,0.445101683343957,3,0,0,1,0
235,2,0.0896876134234814,1.27800634320016,1,1,0,0,0
236,2,-0.589665443341472,-0.544330361217242,1,1,0,0,0
237,2,0.906970177639589,2.57932697796306,2,0,1,0,0
238,2,-0.58469864029164,-0.640975418360709,3,0,0,1,0
239,2,-1.79077404544498,-1.51128158936808,3,0,0,1,0
240,2,1.31526337740875,-0.145688061096899,2,0,1,0,0
241,2,-1.45989578956755,-0.0942149641022183,4,0,0,0,1
242,2,-0.290002365735061,0.582352297722657,4,0,0,0,1
243,2,1.2831732974404,-0.0789602016356205,1,1,0,0,0
244,2,-0.196464297013624,-0.963621147141663,3,0,0,1,0
245,2,-1.12333337877109,-1.52302307169266,1,1,0,0,0
246,2,-0.969723127979048,-0.686692932017392,4,0,0,0,1
247,2,-0.294734033223121,-1.36374394474195,1,1,0,0,0
248,2,1.16457434751422,0.52359479144432,1,1,0,0,0
249,2,0.965961481330754,0.0963724228664804,2,0,1,0,0
250,2,0.809577825412699,-1.85300581823224,1,1,0,0,0
251,2,-1.02603560299822,0.365594674805797,4,0,0,0,1
252,2,-0.341243457620474,-0.722408106838758,2,0,1,0,0
253,2,-1.45135892781505,1.35037753365345,3,0,0,1,0
254,2,0.185036774435382,-0.0478021333275222,4,0,0,0,1
255,2,0.69894175394994,0.129233268833437,3,0,0,1,0
256,2,-0.161722235771028,-0.887379336657145,2,0,1,0,0
257,2,-1.62500881845096,0.523016403037701,4,0,0,0,1
258,2,-2.1792598085727,-0.0350969611665247,3,0,0,1,0
259,2,2.12902072131491,0.216167132064005,2,0,1,0,0
260,2,-1.50926824136246,-0.520273392593171,1,1,0,0,0
261,2,1.10800614814599,0.543380002762061,3,0,0,1,0
262,2,-1.29116179084198,-2.23920614159571,1,1,0,0,0
263,2,-0.0455289544963806,0.0656803478570513,1,1,0,0,0
264,2,0.013734069276802,1.24820655515325,1,1,0,0,0
265,2,0.473542235979608,0.00933335437170496,3,0,0,1,0
266,2,-0.168130398653061,0.37813357919509,4,0,0,0,1
267,2,-1.46625337875355,-0.795495257205553,1,1,0,0,0
268,2,-0.476148058461441,0.0727482174561452,4,0,0,0,1
269,2,-0.459111341612782,-0.683976906010968,3,0,0,1,0
270,2,0.390180655599695,1.04502586032493,1,1,0,0,0
271,2,0.879656825392544,0.469942835626373,2,0,1,0,0
272,2,0.989701942696372,1.37592677222661,3,0,0,1,0
273,2,-2.63507015773932,-0.241759882274437,1,1,0,0,0
274,2,-1.01814735759613,-0.259309233429787,3,0,0,1,0
275,2,-0.00736458693233658,0.213304071328229,1,1,0,0,0
276,2,1.04833232735491,1.34839070468213,3,0,0,1,0
277,2,-0.360157743443488,-2.49014784705216,2,0,1,0,0
278,2,-0.448506538487166,-1.77655395603042,3,0,0,1,0
279,2,0.252927643655137,1.26675318025445,1,1,0,0,0
280,2,2.38982396439254,1.89353452902617,1,1,0,0,0
281,2,-0.911685726156283,-0.00477382308846677,3,0,0,1,0
282,2,-0.794324343431627,1.35381342933836,1,1,0,0,0
283,2,1.21051870116188,1.97019327014232,4,0,0,0,1
284,2,1.05904072325956,0.389695984371778,3,0,0,1,0
285,2,0.642653005442344,-0.655527021730292,1,1,0,0,0
286,2,0.183716556011473,-0.277194006899615,4,0,0,0,1
287,2,0.446714195118563,-0.456129533174308,4,0,0,0,1
288,2,0.45740333020747,0.998673878283785,4,0,0,0,1
289,2,1.780365004588,0.0293528136282894,2,0,1,0,0
290,2,2.17141233927199,1.83730913354772,3,0,0,1,0
291,2,0.222687572146939,-0.139681206421022,2,0,1,0,0
292,2,0.624595284229869,-0.715856008281401,2,0,1,0,0
293,2,1.28228422731659,0.344519666107618,1,1,0,0,0
294,2,1.6176019959093,0.235310919032923,1,1,0,0,0
295,2,-0.201117712992608,0.262526268493825,4,0,0,0,1
296,2,0.110861512703951,-2.09387635929438,3,0,0,1,0
297,2,1.11829150660536,-0.350002522862178,2,0,1,0,0
298,2,-0.191541466251725,-1.93352547457143,4,0,0,0,1
299,2,1.59295520196664,0.38533876174123,2,0,1,0,0
300,2,0.275211169249968,0.76498906665636,1,1,0,0,0
301,2,1.30928875694776,0.979579026171319,2,0,1,0,0
302,2,1.21745238284038,0.652967750046986,4,0,0,0,1
303,2,-0.0999961062890353,0.68407754035302,1,1,0,0,0
304,2,-0.693074396945266,0.775437597369314,2,0,1,0,0
305,2,0.53045284878063,0.143338702977036,4,0,0,0,1
306,2,0.38177871686528,-0.0385014124338722,2,0,1,0,0
307,2,0.960243346450787,1.02044747193525,1,1,0,0,0
308,2,0.630573122464091,1.28728389278498,1,1,0,0,0
309,2,-0.781897202520694,-0.270830222342396,2,0,1,0,0
310,2,-0.515921487030571,-1.5972797404856,4,0,0,0,1
311,2,-0.314540483634771,-2.0953226877787,4,0,0,0,1
312,2,-0.719588662948357,-1.62257857319476,4,0,0,0,1
313,2,-0.513429606130408,-1.00007190542477,2,0,1,0,0
314,2,-0.117146636520622,0.247117558566351,4,0,0,0,1
315,2,-0.815948736169514,-0.775840911197692,4,0,0,0,1
316,2,-1.32377197861502,-0.285334392849829,2,0,1,0,0
317,2,0.549759667130006,0.169390969412326,2,0,1,0,0
318,2,0.368967771665044,-1.18621085386088,3,0,0,1,0
319,2,-0.466576698656855,-0.650249819540503,4,0,0,0,1
320,2,-1.03929136638235,-0.949381645629387,1,1,0,0,0
321,2,0.0117561281949119,-0.901789419140354,4,0,0,0,1
322,2,0.889449126319791,-0.439249418821386,3,0,0,1,0
323,2,0.848411219705157,0.787179473024578,1,1,0,0,0
324,2,0.0898358083592916,-0.607471046316127,3,0,0,1,0
325,2,0.568775874897614,0.694310502707311,1,1,0,0,0
326,2,-0.704480607914985,0.140327005870162,4,0,0,0,1
327,2,0.128198148010848,0.391855843823228,4,0,0,0,1
329,2,0.914074541139972,2.3401608574977,4,0,0,0,1
330,2,1.43993228352982,1.66733281566119,3,0,0,1,0
331,2,-1.10256782046803,-1.68403382718026,4,0,0,0,1
332,2,0.705204452154289,0.429911859660861,3,0,0,1,0
333,2,-1.04302940848149,-1.24684433052443,2,0,1,0,0
334,2,-2.2956782280044,-2.21079630699076,1,1,0,0,0
335,2,-2.9407105188643,-1.01070886862256,1,1,0,0,0
336,2,-0.558950513743485,-2.18191217637367,4,0,0,0,1
337,2,-0.318825102495023,-1.33127501879397,1,1,0,0,0
338,2,1.70523548423803,1.55429690038638,2,0,1,0,0
339,2,0.332916153982391,-0.476487031928596,1,1,0,0,0
340,2,-0.237213296068702,2.68072194854031,2,0,1,0,0
341,2,0.0987873222615816,0.190817074338754,3,0,0,1,0
342,2,2.13684637987838,0.803997288226089,4,0,0,0,1
343,2,1.15767604694128,0.0540060874937133,2,0,1,0,0
344,2,-0.140623815781452,-0.379578348858135,2,0,1,0,0
345,2,-0.859883060794728,-0.783368006742824,1,1,0,0,0
346,2,-0.0848784094028787,0.160816544625606,2,0,1,0,0
347,2,-0.483333160261878,-1.4829353376464,1,1,0,0,0
348,2,-0.439673377676745,-1.05006648770185,3,0,0,1,0
349,2,-1.12917734584893,-0.869224578942524,2,0,1,0,0
350,2,-0.570255573815834,0.168338321645126,4,0,0,0,1
351,2,0.474934824343933,1.71590181957384,3,0,0,1,0
352,2,1.97526610927802,2.15752887905783,4,0,0,0,1
353,2,-0.060054226730458,-1.75570215923926,4,0,0,0,1
354,2,0.32592856936601,0.246747318167624,3,0,0,1,0
355,2,-1.68797835660514,-0.65410148504177,3,0,0,1,0
356,2,-0.300587979851671,-1.0814781112508,1,1,0,0,0
357,2,0.63512800816993,-0.0966197657006002,3,0,0,1,0
358,2,-0.628952270447669,-0.671864394006095,3,0,0,1,0
359,2,-1.38145059633918,0.0511188115294423,3,0,0,1,0
360,2,-0.531346792924824,0.66850576727816,3,0,0,1,0
361,2,0.614813197685829,-0.735480537434605,2,0,1,0,0
362,2,-0.295017859247799,-0.252710599681651,3,0,0,1,0
363,2,-0.766962164231706,-1.90035723347345,4,0,0,0,1
364,2,0.269802599266903,-0.48325254707782,2,0,1,0,0
365,2,1.34648328002196,0.788851804033097,2,0,1,0,0
366,2,0.184342583221153,-1.94569837075355,2,0,1,0,0
367,2,0.486929385798279,0.290850984801888,3,0,0,1,0
368,2,-0.022854231029396,-1.15200000614542,1,1,0,0,0
369,2,0.576685244780758,0.0189942540305896,2,0,1,0,0
370,2,-1.36984278619886,-0.450291652675304,1,1,0,0,0
371,2,0.488219616336813,-0.47852866220803,4,0,0,0,1
372,2,0.345790443422672,-1.80388877130298,2,0,1,0,0
373,2,-0.126438614269352,-0.911068586368621,1,1,0,0,0
374,2,-0.536184644019263,-0.193021320823213,4,0,0,0,1
375,2,-0.831997145237376,-0.128321135951023,4,0,0,0,1
376,2,-1.36026662316105,0.00868661479105065,2,0,1,0,0
377,2,-0.490896817000036,-0.641229623674247,4,0,0,0,1
378,2,1.37145516008389,1.52855467882887,1,1,0,0,0
379,2,0.963058448059117,-0.394463416057273,2,0,1,0,0
380,2,-0.413485034620361,-0.57589687139538,1,1,0,0,0
381,2,-0.911887342928135,-0.85864712520922,1,1,0,0,0
382,2,1.43261067962224,-0.175598665347196,4,0,0,0,1
383,2,2.27612514399132,0.729004179332969,2,0,1,0,0
384,2,1.92966879532027,-0.524567527603044,4,0,0,0,1
385,2,-0.651459419839068,0.771565572433061,3,0,0,1,0
386,2,-1.27057926207877,0.0265244553887959,1,1,0,0,0
387,2,-0.269066584141132,-0.663326010556526,3,0,0,1,0
388,2,-0.31958081164349,-1.0172222083677,4,0,0,0,1
389,2,0.673665202384086,-0.0226559540155322,1,1,0,0,0
390,2,-0.543482966823803,0.0966729835032645,3,0,0,1,0
391,2,-0.5012967332475,-1.00499058954036,2,0,1,0,0
392,2,-0.705476254680105,-0.79434264627919,1,1,0,0,0
393,2,-1.80143489801275,0.539128202948824,3,0,0,1,0
394,2,-0.761294395611944,0.321663916898673,3,0,0,1,0
395,2,-0.188376863380632,-0.311400395170446,3,0,0,1,0
396,2,-0.102564433115514,0.826127703542131,3,0,0,1,0
397,2,0.566828967701597,-0.34994065897314,3,0,0,1,0
398,2,0.285755634569106,-0.215502689950561,4,0,0,0,1
399,2,1.06641967209917,1.13482171829568,2,0,1,0,0
400,2,0.350365662853263,-0.339920986458839,3,0,0,1,0
401,2,0.833272018708064,-2.24295541608974,3,0,0,1,0
402,2,-0.996244033262139,-1.08888015415034,4,0,0,0,1
403,2,2.90901218314243,0.490848756277628,1,1,0,0,0
404,2,1.64992822855673,-0.015792243319262,4,0,0,0,1
405,2,2.94038146355305,2.95134027656672,2,0,1,0,0
406,2,-2.87638072014964,-1.41507661593415,4,0,0,0,1
407,2,-0.586850094590078,-0.443869009050938,2,0,1,0,0
408,2,-1.19708845960784,-0.159749299214819,2,0,1,0,0
409,2,-0.58480341859925,-1.37382942980188,3,0,0,1,0
410,2,-0.618807387939008,1.27918731483707,4,0,0,0,1
411,2,-0.168004590682229,0.743931159498335,3,0,0,1,0
412,2,2.14931707246457,1.34286065009815,1,1,0,0,0
413,2,-0.58449749316904,0.887522146743599,2,0,1,0,0
414,2,-3.92176823722411,-3.7501683039025,4,0,0,0,1
415,2,-1.13113074458604,-1.16705315260173,2,0,1,0,0
416,2,-0.300412730961158,0.311790428200211,4,0,0,0,1
417,2,0.276391300198717,-0.61506894286715,3,0,0,1,0
418,2,0.459897935459752,0.28337045148214,2,0,1,0,0
419,2,-0.385464790978117,-0.0662378647177665,1,1,0,0,0
420,2,-0.239141539969981,-0.747496784418981,3,0,0,1,0
421,2,-1.00418959180409,0.268056247902373,1,1,0,0,0
422,2,0.457518748609288,0.512973736210533,3,0,0,1,0
423,2,1.55824580705362,1.04309605165656,1,1,0,0,0
424,2,-0.717226130169074,-0.993945117413907,4,0,0,0,1
425,2,0.79974513440378,-0.371772438077035,4,0,0,0,1
426,2,-0.792943347913658,-0.920643022350528,1,1,0,0,0
427,2,1.14384108248108,0.647896010296152,4,0,0,0,1
428,2,-0.659673863109523,1.57262685395206,3,0,0,1,0
429,2,0.573110440703807,1.25572101931724,3,0,0,1,0
430,2,1.39029261889012,1.24101376686318,2,0,1,0,0
431,2,-1.22340371800197,0.0492753734437323,4,0,0,0,1
432,2,-1.87740390262964,-0.801705839271297,1,1,0,0,0
433,2,-0.451302359420351,0.479747853945431,3,0,0,1,0
434,2,0.904181248516908,1.92637983804176,2,0,1,0,0
435,2,1.90986655263118,0.706059506234169,2,0,1,0,0
436,2,-0.691044428014696,0.829211461381279,3,0,0,1,0
437,2,0.572473540933831,-1.34349783131208,2,0,1,0,0
438,2,-0.223793622276822,0.471055922213634,4,0,0,0,1
439,2,-0.596163142463813,0.0460780474919601,1,1,0,0,0
440,2,-0.0743498150484716,0.553328570799877,1,1,0,0,0
441,2,2.77459064784317,1.47678425960038,3,0,0,1,0
442,2,-1.13570274321753,-0.63941237685512,4,0,0,0,1
443,2,2.06690388631984,1.30593483426331,3,0,0,1,0
444,2,-0.686142588313451,-1.1433935733972,4,0,0,0,1
445,2,-0.182183771698688,0.240831693453769,2,0,1,0,0
446,2,0.659303047148825,0.306955631164682,4,0,0,0,1
447,2,0.603105201834639,0.966823076724736,1,1,0,0,0
448,2,-0.347267916336092,-0.123146333398642,4,0,0,0,1
449,2,0.114114546433922,-0.735874145579187,1,1,0,0,0
450,2,0.0323361665504335,1.41661411698876,4,0,0,0,1
451,2,2.39836212591332,0.162642928190036,2,0,1,0,0
452,2,-0.957812124793811,-1.91367787710994,3,0,0,1,0
453,2,0.716632281129413,0.219922422174947,4,0,0,0,1
